"","abundance.1","abundance.2","abundance.3","abundance.4","abundance.5","abundance.6","counts.1","counts.2","counts.3","counts.4","counts.5","counts.6","length.1","length.2","length.3","length.4","length.5","length.6","countsFromAbundance"
"ENSMUSG00000084075",0,0,0,0,0,0,0,0,0,0,0,0,83,83,83,83,83,83,"no"
"ENSMUSG00000084076",0,0,0,0,0,0,0,0,0,0,0,0,581,581,581,581,581,581,"no"
"ENSMUSG00000084077",0,0,0,0,0,0,0,0,0,0,0,0,772,772,772,772,772,772,"no"
"ENSMUSG00000084078",0,0,0,0,0,0,0,0,0,0,0,0,533,533,533,533,533,533,"no"
"ENSMUSG00000084079",0,0,0,0,0,0,0,0,0,0,0,0,107,107,107,107,107,107,"no"
"ENSMUSG00000084080",0,0,0,0,0,0,0,0,0,0,0,0,350,350,350,350,350,350,"no"
"ENSMUSG00000084081",0.1,0,0,0,0,0,2.01,0,0,0,0,0,1976,1976,1976,1976,1976,1976,"no"
"ENSMUSG00000084082",0,0,0,0,0,0,0,0,0,0,0,0,271,271,271,271,271,271,"no"
"ENSMUSG00000084083",0,0,0,0,0,0,0,0,0,0,0,0,396,396,396,396,396,396,"no"
"ENSMUSG00000084085",0,0,0,0,0,0,0,0,0,0,0,0,845,845,845,845,845,845,"no"
"ENSMUSG00000084086",0,0,0,0,0,0,0,0,0,0,0,0,785,785,785,785,785,785,"no"
"ENSMUSG00000084087",0,0,0,0,0,0,0,0,0,0,0,0,384,384,384,384,384,384,"no"
"ENSMUSG00000084088",1.68,1.08,0.62,0.58,0.64,0.84,3,2,1,1,1,1,171,171,171,171,171,171,"no"
"ENSMUSG00000084089",0,0,0,0,0,0,0,0,0,0,0,0,556,556,556,556,556,556,"no"
"ENSMUSG00000084090",0,0,0,0,0,0,0,0,0,0,0,0,988,988,988,988,988,988,"no"
"ENSMUSG00000084091",0,0,0,0,0,0,0,0,0,0,0,0,179,179,179,179,179,179,"no"
"ENSMUSG00000084092",0,0,0,0,0,0,0,0,0,0,0,0,427,427,427,427,427,427,"no"
"ENSMUSG00000084093",0,0,0,0,0,0,0,0,0,0,0,0,122,122,122,122,122,122,"no"
"ENSMUSG00000084094",0,0,0,0,0,0.04,0,0,0,0,0,1.21,4723,4723,4723,4723,4723,4723,"no"
"ENSMUSG00000084095",0,0,0,0,0,0,0,0,0,0,0,0,536,536,536,536,536,536,"no"
"ENSMUSG00000084096",0,0,0,0,0,0,0,0,0,0,0,0,546,546,546,546,546,546,"no"
"ENSMUSG00000084097",0,0,0,0,0,0,0,0,0,0,0,0,114,114,114,114,114,114,"no"
"ENSMUSG00000084098",0,0.71,0,0,0,0,0,3.49,0,0,0,0,455,455,455,455,455,455,"no"
"ENSMUSG00000084099",0,0,0,0.93,0,0,0,0,0,3.01,0,0,321,321,321,321,321,321,"no"
"ENSMUSG00000084101",0,0,0,0,0,0,0,0,0,0,0,0,119,119,119,119,119,119,"no"
"ENSMUSG00000084102",0,0,0,0,0,0,0,0,0,0,0,0,410,410,410,410,410,410,"no"
"ENSMUSG00000084103",0,0,0,0,0,0,0,0,0,0,0,0,95,95,95,95,95,95,"no"
"ENSMUSG00000084104",0,0,0,0,0,0,0,0,0,0,0,0,541,541,541,541,541,541,"no"
"ENSMUSG00000084105",0,0,0,0,0,0,0,0,0,0,0,0,272,272,272,272,272,272,"no"
"ENSMUSG00000084106",44.88,32.6,29.6,43.01,35.53,44.16,394.25,297.94,233.42,365.41,274.47,259,842,842,842,842,842,842,"no"
"ENSMUSG00000084107",0,0,0,0,0,0,0,0,0,0,0,0,1079,1079,1079,1079,1079,1079,"no"
"ENSMUSG00000084108",0,0,0,0,0,0,0,0,0,0,0,0,469,469,469,469,469,469,"no"
"ENSMUSG00000084110",0,0,0,0,0,0,0,0,0,0,0,0,600.5,600.5,482,600.5,600.5,600.5,"no"
"ENSMUSG00000084111",0,30.42,7.45,22.56,0,0,0,216.59,45.78,149.31,0,0,656,656,656,656,656,656,"no"
"ENSMUSG00000084112",0,0,0,0,0,0,0,0,0,0,0,0,811,811,811,811,811,811,"no"
"ENSMUSG00000084113",0,0,0,0,1.65,0.66,0,0,0,0,4.7,1.44,311,311,311,311,311,311,"no"
"ENSMUSG00000084114",0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256,256,256,"no"
"ENSMUSG00000084115",0,0,0,0,0,0,0,0,0,0,0,0,1093,1093,1093,1093,1093,1093,"no"
"ENSMUSG00000084116",0,0,0,0,0,0,0,0,0,0,0,0,308,308,308,308,308,308,"no"
"ENSMUSG00000084117",0,0,0,0,0,0,0,0,0,0,0,0,608,608,608,608,608,608,"no"
"ENSMUSG00000084118",0,0,0,0,0,0,0,0,0,0,0,0,158,158,158,158,158,158,"no"
"ENSMUSG00000084119",0,0,0,0,0,0,0,0,0,0,0,0,243,243,243,243,243,243,"no"
"ENSMUSG00000084120",0,0,0,0,0,0,0,0,0,0,0,0,992,992,992,992,992,992,"no"
"ENSMUSG00000084123",0,0,0,0,0,0,0,0,0,0,0,0,1394,1394,1394,1394,1394,1394,"no"
"ENSMUSG00000084124",0,0,0,0,0,0,0,0,0,0,0,0,86,86,86,86,86,86,"no"
"ENSMUSG00000084125",0,0,0,0,0,0,0,0,0,0,0,0,323,323,323,323,323,323,"no"
"ENSMUSG00000084126",0,0,0,0,0,0,0,0,0,0,0,0,527,527,527,527,527,527,"no"
"ENSMUSG00000084127",2.78,1.85,2.66,1.46,4.78,3.25,40.95,28.27,35.07,20.81,61.81,31.97,1410,1410,1410,1410,1410,1410,"no"
"ENSMUSG00000084128",28.49,34.05,28.34,35.08,30.27,27.89,733.86,912.5,713.32,903.37,786.24,471.68,2468.53,2469.26,2687.52,2551.93,2830.46,2428.2,"no"
"ENSMUSG00000084129",0,0,0,0,0,0,0,0,0,0,0,0,585,585,585,585,585,585,"no"
"ENSMUSG00000084130",0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,165,165,165,"no"
"ENSMUSG00000084131",0.22,0,0.31,0,0.26,0,2.64,0,3.35,0,2.77,0,1165,1165,1165,1165,1165,1165,"no"
"ENSMUSG00000084132",2.21,1.24,2.66,1.71,1.88,1.1,12,7,13,9,9,4,521,521,521,521,521,521,"no"
"ENSMUSG00000084133",0,0,0,0,0,0,0,0,0,0,0,0,1244,1244,1244,1244,1244,1244,"no"
"ENSMUSG00000084134",0,0,0,0,0,0,0,0,0,0,0,0,319,319,319,319,319,319,"no"
"ENSMUSG00000084135",0,0,0,0,0,0,0,0,0,0,0,0,764,764,764,764,764,764,"no"
"ENSMUSG00000084136",0,0,0,0,0,0,0,0,0,0,0,0,957,957,957,957,957,957,"no"
"ENSMUSG00000084137",0,0,0,0,0.11,0,0,0,0,0,1,0,1023,1023,1023,1023,1023,1023,"no"
"ENSMUSG00000084138",1.38,1.99,0,0,0,0,2.22,3.35,0,0,0,0,155,155,155,155,155,155,"no"
"ENSMUSG00000084139",0,0,0.77,0,0,0,0,0,2.47,0,0,0,340,340,340,340,340,340,"no"
"ENSMUSG00000084140",0.52,0,0,1.08,0,0,1,0,0,2,0,0,184,184,184,184,184,184,"no"
"ENSMUSG00000084141",0.56,0.11,0.75,0.35,0.38,0.67,5,1,6,3,3,4,857,857,857,857,857,857,"no"
"ENSMUSG00000084142",0,0,0,0,0,0,0,0,0,0,0,0,356,356,356,356,356,356,"no"
"ENSMUSG00000084143",0,0.83,0,0,0,0.43,0,3,0,0,0,1,331,331,331,331,331,331,"no"
"ENSMUSG00000084144",0,0.27,0,0,0,0,0,1,0,0,0,0,336,336,336,336,336,336,"no"
"ENSMUSG00000084145",1.83,0.99,1.27,1.45,1.02,0.22,27.33,15.37,17.11,20.92,13.42,2.16,1433,1433,1433,1433,1433,1433,"no"
"ENSMUSG00000084146",0,0,0,0,0,0,0,0,0,0,0,0,930,930,930,930,930,930,"no"
"ENSMUSG00000084147",0,0,0,0,0,0,0,0,0,0,0,0,428,428,428,428,428,428,"no"
"ENSMUSG00000084148",0,0,0,0,0,0,0,0,0,0,0,0,495,495,495,495,495,495,"no"
"ENSMUSG00000084149",0,0,1.59,0.38,0,0,0,0,6.16,1.58,0,0,414,414,414,414,414,414,"no"
"ENSMUSG00000084150",0,0,0,0,0,0,0,0,0,0,0,0,514,514,514,514,514,514,"no"
"ENSMUSG00000084151",0,0,0,0,0,0,0,0,0,0,0,0,688,688,688,688,688,688,"no"
"ENSMUSG00000084152",0,0,0,0,0,0,0,0,0,0,0,0,590,590,590,590,590,590,"no"
"ENSMUSG00000084153",0,0.19,0,0,0,0,0,2.04,0,0,0,0,978,978,978,978,978,978,"no"
"ENSMUSG00000084154",0,0,0,0,0,0,0,0,0,0,0,0,338,338,338,338,338,338,"no"
"ENSMUSG00000084155",0,0,0,0,0,0,0,0,0,0,0,0,909,909,909,909,909,909,"no"
"ENSMUSG00000084156",0,0,0,0,0,0,0,0,0,0,0,0,398,398,398,398,398,398,"no"
"ENSMUSG00000084157",0,0,0,0,0,0,0,0,0,0,0,0,478,478,478,478,478,478,"no"
"ENSMUSG00000084158",0,0,0,0,0,0,0,0,0,0,0,0,186,186,186,186,186,186,"no"
"ENSMUSG00000084159",9.25,13.22,8.07,9.93,14.91,13.77,82.58,122.79,64.7,85.76,117.09,82.11,856,856,856,856,856,856,"no"
"ENSMUSG00000084160",0,0,0,0,0,0,0,0,0,0,0,0,179,179,179,179,179,179,"no"
"ENSMUSG00000084161",0,0,0,0,0,0,0,0,0,0,0,0,997,997,997,997,997,997,"no"
"ENSMUSG00000084162",0,0,0,0,0,0,0,0,0,0,0,0,2751,2751,2751,2751,2751,2751,"no"
"ENSMUSG00000084163",0,0,0,0,0,0,0,0,0,0,0,0,388,388,388,388,388,388,"no"
"ENSMUSG00000084164",0,0,0,0,0,0,0,0,0,0,0,0,556,556,556,556,556,556,"no"
"ENSMUSG00000084166",1.41,0.8,0.3,1.48,1.09,0,9.82,5.77,1.9,9.98,6.66,0,668,668,668,668,668,668,"no"
"ENSMUSG00000084167",0,0,0,0,0,0,0,0,0,0,0,0,437,437,437,437,437,437,"no"
"ENSMUSG00000084168",0,3.54,0,0,0,30.75,0,10.11,0,0,0,56.32,263,263,263,263,263,263,"no"
"ENSMUSG00000084169",0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,"no"
"ENSMUSG00000084170",0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,"no"
"ENSMUSG00000084171",0,0,0,0,0,0,0,0,0,0,0,0,218,218,218,218,218,218,"no"
"ENSMUSG00000084172",0,0,0,0,0,0,0,0,0,0,0,0,807,807,807,807,807,807,"no"
"ENSMUSG00000084173",0,0,0,0,0.2,0,0,0,0,0,1,0,549,549,549,549,549,549,"no"
"ENSMUSG00000084174",0,0,0,0,0,0,0,0,0,0,0,0,508,508,508,508,508,508,"no"
"ENSMUSG00000084175",0,0,0,0,0,0,0,0,0,0,0,0,521,521,521,521,521,521,"no"
"ENSMUSG00000084177",0,0,0,0,0,0,0,0,0,0,0,0,726,726,726,726,726,726,"no"
"ENSMUSG00000084178",0,0,0,0,0,0,0,0,0,0,0,0,415,415,415,415,415,415,"no"
"ENSMUSG00000084179",0,0,0,0,0,0,0,0,0,0,0,0,368,368,368,368,368,368,"no"
"ENSMUSG00000084180",0,0,0,0,0,0,0,0,0,0,0,0,420,420,420,420,420,420,"no"
"ENSMUSG00000084181",0,0,0,0,0,0,0,0,0,0,0,0,789,789,789,789,789,789,"no"
"ENSMUSG00000084182",0,0,0,0,0,0,0,0,0,0,0,0,1006,1006,1006,1006,1006,1006,"no"
"ENSMUSG00000084183",0,0.1,0.1,0,0.32,0,0,1.18,1.03,0,3.05,0,1051,1051,1051,1051,1051,1051,"no"
"ENSMUSG00000084184",0,0,0,0,0,0,0,0,0,0,0,0,766,766,766,766,766,766,"no"
"ENSMUSG00000084185",0,0,0,0,0,0,0,0,0,0,0,0,296,296,296,296,296,296,"no"
"ENSMUSG00000084186",0,0,0,0,0,0,0,0,0,0,0,0,167,167,167,167,167,167,"no"
"ENSMUSG00000084188",0,0,0,0,0,0,0,0,0,0,0,0,372,372,372,372,372,372,"no"
"ENSMUSG00000084189",0,0,0,0,0,0,0,0,0,0,0,0,919,919,919,919,919,919,"no"
"ENSMUSG00000084190",0,0,0,0,0,0,0,0,0,0,0,0,280,280,280,280,280,280,"no"
"ENSMUSG00000084191",0,0,0,0,0,0,0,0,0,0,0,0,138,138,138,138,138,138,"no"
"ENSMUSG00000084192",0,0,0,0,0,0,0,0,0,0,0,0,496,496,496,496,496,496,"no"
"ENSMUSG00000084193",0,0,0,0,0,0,0,0,0,0,0,0,1790,1790,1790,1790,1790,1790,"no"
"ENSMUSG00000084195",0.24,0.18,0.14,0.13,0.42,0.18,2,1.5,1,1,3,1,785,785,785,785,785,785,"no"
"ENSMUSG00000084196",0,0,0,0,0,0,0,0,0,0,0,0,864,864,864,864,864,864,"no"
"ENSMUSG00000084197",0,0,0,0,0,0,0,0,0,0,0,0,477,477,477,477,477,477,"no"
"ENSMUSG00000084198",0,0,0,0,0,0,0,0,0,0,0,0,404,404,404,404,404,404,"no"
"ENSMUSG00000084199",0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,253,253,253,"no"
"ENSMUSG00000084200",0,0,0,0,0,0,0,0,0,0,0,0,276,276,276,276,276,276,"no"
"ENSMUSG00000084201",0,0,0,0,0,0,0,0,0,0,0,0,381,381,381,381,381,381,"no"
"ENSMUSG00000084202",0,0,0,0,0,0,0,0,0,0,0,0,935,935,935,935,935,935,"no"
"ENSMUSG00000084203",0,0,0,0.24,0.11,0,0,0,0,2.33,1,0,959,959,959,959,959,959,"no"
"ENSMUSG00000084204",0,0,0,0,0,0,0,0,0,0,0,0,351,351,351,351,351,351,"no"
"ENSMUSG00000084205",0,0,0,0,0,0,0,0,0,0,0,0,301,301,301,301,301,301,"no"
"ENSMUSG00000084206",0,0,0,0,0,0,0,0,0,0,0,0,210,210,210,210,210,210,"no"
"ENSMUSG00000084207",0,0,0,0,0,0,0,0,0,0,0,0,379,379,379,379,379,379,"no"
"ENSMUSG00000084208",0,0,0,0,0,0,0,0,0,0,0,0,970,970,970,970,970,970,"no"
"ENSMUSG00000084209",0,0,0,0,0,0,0,0,0,0,0,0,207,207,207,207,207,207,"no"
"ENSMUSG00000084210",0,0,0,0,0,0,0,0,0,0,0,0,267,267,267,267,267,267,"no"
"ENSMUSG00000084211",0,0,0,0,0,0,0,0,0,0,0,0,323,323,323,323,323,323,"no"
"ENSMUSG00000084212",0,0,0,0,0,0,0,0,0,0,0,0,249,249,249,249,249,249,"no"
"ENSMUSG00000084213",0,0,0,0,0,0,0,0,0,0,0,0,248,248,248,248,248,248,"no"
"ENSMUSG00000084214",0,0,0,0,0,0,0,0,0,0,0,0,652,652,652,652,652,652,"no"
"ENSMUSG00000084215",0.35,0.37,0.49,0.57,0.16,0.2,2.96,3.24,3.71,4.65,1.18,1.12,809,809,809,809,809,809,"no"
"ENSMUSG00000084216",0,0,0,0,0,0,0,0,0,0,0,0,439,439,439,439,439,439,"no"
"ENSMUSG00000084217",0,0,0,0,0,0,0,0,0,0,0,0,621,621,621,621,621,621,"no"
"ENSMUSG00000084218",0.14,0,0,0,0,0,1,0,0,0,0,0,696,696,696,696,696,696,"no"
"ENSMUSG00000084219",0,0,0,0,0,0,0,0,0,0,0,0,278,278,278,278,278,278,"no"
"ENSMUSG00000084220",0.17,0,0,0,0,0,1.63,0,0,0,0,0,906,906,906,906,906,906,"no"
"ENSMUSG00000084221",0,0,0,0,0,0,0,0,0,0,0,0,586,586,586,586,586,586,"no"
"ENSMUSG00000084222",0,0,0,0,0,0,0,0,0,0,0,0,845,845,845,845,845,845,"no"
"ENSMUSG00000084223",0,0,0,0,0,0,0,0,0,0,0,0,242,242,242,242,242,242,"no"
"ENSMUSG00000084224",0.98,1.79,1.44,0.95,1.48,1.95,3.59,6.82,4.73,3.37,4.78,4.77,351,351,351,351,351,351,"no"
"ENSMUSG00000084226",0,0,0,0,0,0,0,0,0,0,0,0,746,746,746,746,746,746,"no"
"ENSMUSG00000084228",0,0,0,0,0,0,0,0,0,0,0,0,1106,1106,1106,1106,1106,1106,"no"
"ENSMUSG00000084230",13.93,12.23,10.55,7.31,9.88,16.45,62.22,56.82,42.3,31.57,38.79,49.05,428,428,428,428,428,428,"no"
"ENSMUSG00000084231",0,0,0.63,0,0,0,0,0,2.55,0,0,0,432,432,432,432,432,432,"no"
"ENSMUSG00000084234",0,0,0,0,0,0,0,0,0,0,0,0,1292,1292,1292,1292,1292,1292,"no"
"ENSMUSG00000084235",3.38,3.18,5.46,2.73,1.18,0,12.36,12.08,17.89,9.65,3.8,0,350,350,350,350,350,350,"no"
"ENSMUSG00000084236",0,0,0,0,0,0,0,0,0,0,0,0,413,413,413,413,413,413,"no"
"ENSMUSG00000084237",0,0,0,0,0,0,0,0,0,0,0,0,423,423,423,423,423,423,"no"
"ENSMUSG00000084238",0,0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,155,155,"no"
"ENSMUSG00000084239",0,0,0,0,0,0,0,0,0,0,0,0,449,449,449,449,449,449,"no"
"ENSMUSG00000084240",0,0,0,0,0,0,0,0,0,0,0,0,1394,1394,1394,1394,1394,1394,"no"
"ENSMUSG00000084241",0,0,0,0,0,0,0,0,0,0,0,0,1563,1563,1563,1563,1563,1563,"no"
"ENSMUSG00000084243",0,0.39,0.68,0,0.7,0.31,0,2,3,0,3,1,470,470,470,470,470,470,"no"
"ENSMUSG00000084244",0,0,0,0,0,0,0,0,0,0,0,0,613,613,613,613,613,613,"no"
"ENSMUSG00000084245",0,0,0,0,0,0,0,0,0,0,0,0,1043,1043,1043,1043,1043,1043,"no"
"ENSMUSG00000084246",0,0,0,0,0,0,0,0,0,0,0,0,234,234,234,234,234,234,"no"
"ENSMUSG00000084247",0,0,0,0,0,0,0,0,0,0,0,0,272,272,272,272,272,272,"no"
"ENSMUSG00000084248",0,0,0,0,0,0,0,0,0,0,0,0,354,354,354,354,354,354,"no"
"ENSMUSG00000084249",0,0,0,0.14,0.15,0,0,0,0,1,1.01,0,712,712,712,712,712,712,"no"
"ENSMUSG00000084250",0,0,0,0,0,0,0,0,0,0,0,0,476,476,476,476,476,476,"no"
"ENSMUSG00000084251",0,0,0,0,0,0,0,0,0,0,0,0,443,443,443,443,443,443,"no"
"ENSMUSG00000084252",0,0,0,0,0,0,0,0,0,0,0,0,481,481,481,481,481,481,"no"
"ENSMUSG00000084253",0,0,0,0,0,0,0,0,0,0,0,0,780,780,780,780,780,780,"no"
"ENSMUSG00000084254",0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,"no"
"ENSMUSG00000084256",0,0,0,0,0,0,0,0,0,0,0,0,1345,1345,1345,1345,1345,1345,"no"
"ENSMUSG00000084257",0,0,0,0,0,0,0,0,0,0,0,0,915,915,915,915,915,915,"no"
"ENSMUSG00000084258",0,0,0,0,0,0,0,0,0,0,0,0,329,329,329,329,329,329,"no"
"ENSMUSG00000084259",0,0,0,0,0,0,0,0,0,0,0,0,488,488,488,488,488,488,"no"
"ENSMUSG00000084260",0.55,0.51,0.53,0,0,0,3.07,2.93,2.63,0,0,0,533,533,533,533,533,533,"no"
"ENSMUSG00000084261",0,0,0,0,0,0,0,0,0,0,0,0,247,247,247,247,247,247,"no"
"ENSMUSG00000084262",0,0,0,0,0,0,0,0,0,0,0,0,878,878,878,878,878,878,"no"
"ENSMUSG00000084264",0,0,0,0,0,0,0,0,0,0,0,0,247,247,247,247,247,247,"no"
"ENSMUSG00000084265",0,0,0,0,0,0,0,0,0,0,0,0,108,108,108,108,108,108,"no"
"ENSMUSG00000084267",0,0,0,0,0,0,0,0,0,0,0,0,354,354,354,354,354,354,"no"
"ENSMUSG00000084268",0,0,0,0,0,0,0,0,0,0,0,0,869,869,869,869,869,869,"no"
"ENSMUSG00000084269",0,0,0,0,0,0,0,0,0,0,0,0,614,614,614,614,614,614,"no"
"ENSMUSG00000084270",0,0,0,0,0,0,0,0,0,0,0,0,528,528,528,528,528,528,"no"
"ENSMUSG00000084271",0,0,0,0,0,0,0,0,0,0,0,0,167,167,167,167,167,167,"no"
"ENSMUSG00000084272",0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45,45,"no"
"ENSMUSG00000084273",0,0,0,0,0,0,0,0,0,0,0,0,333,333,333,333,333,333,"no"
"ENSMUSG00000084274",0.43,0.42,0,0,0.05,0,5.34,1.17,0,0,1.06,0,1200.8,257,1219.5,1219.5,2182,1219.5,"no"
"ENSMUSG00000084275",0,0,0,0,0,0,0,0,0,0,0,0,500.5,500.5,500.5,500.5,500.5,500.5,"no"
"ENSMUSG00000084276",0,0.24,0,0,0,0,0,1.08,0,0,0,0,422,422,422,422,422,422,"no"
"ENSMUSG00000084277",0,0,3.39,5.84,0,0,0,0,0.64,1.18,0,0,20,20,20,20,20,20,"no"
"ENSMUSG00000084278",0,0,0,0,0,0,0,0,0,0,0,0,863,863,863,863,863,863,"no"
"ENSMUSG00000084279",0,0,0,0,0,0,0,0,0,0,0,0,583,583,583,583,583,583,"no"
"ENSMUSG00000084280",0,0,0,0,0,0,0,0,0,0,0,0,340,340,340,340,340,340,"no"
"ENSMUSG00000084281",0,0,0,0,0,0,0,0,0,0,0,0,263,263,263,263,263,263,"no"
"ENSMUSG00000084282",0,0,0,0,0,0,0,0,0,0,0,0,232,232,232,232,232,232,"no"
"ENSMUSG00000084283",0,0,0,0,0,0,0,0,0,0,0,0,1982,1982,1982,1982,1982,1982,"no"
"ENSMUSG00000084284",0.39,0,0,0,0,0,1.95,0,0,0,0,0,474,474,474,474,474,474,"no"
"ENSMUSG00000084285",0,0,0,0,0,0,0,0,0,0,0,0,543,543,543,543,543,543,"no"
"ENSMUSG00000084286",0,0,0,0,0,0,0,0,0,0,0,0,637,637,637,637,637,637,"no"
"ENSMUSG00000084287",0,0,0,0,0,0,0,0,0,0,0,0,1062,1062,1062,1062,1062,1062,"no"
"ENSMUSG00000084288",0,0,0,0,0,0,0,0,0,0,0,0,308,308,308,308,308,308,"no"
"ENSMUSG00000084289",0.77,0.49,0.57,0.8,0.3,0,3.7,2.47,2.46,3.75,1.28,0,463,463,463,463,463,463,"no"
"ENSMUSG00000084291",0.03,0.31,1.18,0,0,0,0.09,1.02,3.31,0,0,0,299,299,299,299,299,299,"no"
"ENSMUSG00000084292",0,0,0,0,0,0,0,0,0,0,0,0,1835,1835,1835,1835,1835,1835,"no"
"ENSMUSG00000084293",0,0,0,0,0,0,0,0,0,0,0,0,283,283,283,283,283,283,"no"
"ENSMUSG00000084294",0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128,"no"
"ENSMUSG00000084295",0,0,0,0,0,0,0,0,0,0,0,0,243,243,243,243,243,243,"no"
"ENSMUSG00000084296",0,0,0,0,0,0,0,0,0,0,0,0,258,258,258,258,258,258,"no"
"ENSMUSG00000084297",0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256,256,256,"no"
"ENSMUSG00000084298",0,0,0,0,0,0,0,0,0,0,0,0,360,360,360,360,360,360,"no"
"ENSMUSG00000084299",0,0,0,0,0,0,0,0,0,0,0,0,406,406,406,406,405,406,"no"
"ENSMUSG00000084300",0,0,0,0,0,0,0,0,0,0,0,0,176,176,176,176,176,176,"no"
"ENSMUSG00000084301",0,0,0,0,0,0,0,0,0,0,0,0,1444,1444,1444,1444,1444,1444,"no"
"ENSMUSG00000084302",0,0.1,0,0,0,0,0,1.08,0,0,0,0,963,963,963,963,963,963,"no"
"ENSMUSG00000084303",0,0.21,0,0,0.21,0,0,1.23,0,0,1.05,0,552,552,552,552,552,552,"no"
"ENSMUSG00000084304",4.05,8.31,5.25,4.78,3.19,2.55,11.67,24.9,13.58,13.32,8.08,4.89,276,276,276,276,276,276,"no"
"ENSMUSG00000084305",0,0,0,0,0,0,0,0,0,0,0,0,368,368,368,368,368,368,"no"
"ENSMUSG00000084306",0.17,0.11,0,0,0,0.17,3,2,0,0,0,2,1686,1686,1686,1686,1686,1686,"no"
"ENSMUSG00000084307",0,0,0,0,0,0,0,0,0,0,0,0,241,241,241,241,241,241,"no"
"ENSMUSG00000084308",0,0,0,0,0,0,0,0,0,0,0,0,245,245,245,245,245,245,"no"
"ENSMUSG00000084309",0.81,0.55,0,3.28,5.2,5.91,2.86,2.03,0,11.26,16.22,14,340,340,340,340,340,340,"no"
"ENSMUSG00000084310",0,0,0,0,0,0,0,0,0,0,0,0,789,789,789,789,789,789,"no"
"ENSMUSG00000084311",0,0,0,0,0,0,0,0,0,0,0,0,266,266,266,266,266,266,"no"
"ENSMUSG00000084312",0,0,0,0,0,0,0,0,0,0,0,0,404,404,404,404,404,404,"no"
"ENSMUSG00000084313",0,0,0,0.18,0,0,0,0,0,1,0,0,548,548,548,548,548,548,"no"
"ENSMUSG00000084314",5.21,2.54,0.78,0.88,1.82,3.72,18.8,9.53,2.53,3.07,5.78,8.97,346,346,346,346,346,346,"no"
"ENSMUSG00000084315",0,0,0,0,0,0,0,0,0,0,0,0,1690,1690,1690,1690,1690,1690,"no"
"ENSMUSG00000084316",0,0.07,0.08,0,0,0,0,1,1,0,0,0,1398,1398,1398,1398,1398,1398,"no"
"ENSMUSG00000084318",0,0,0,0,0,0,0,0,0,0,0,0,332,332,332,332,332,332,"no"
"ENSMUSG00000084319",757.29,1041.17,987.86,904.82,1021.98,717.04,3723.69,5311.61,4354.89,4296.21,4421.01,2354.24,471.27,470,470.64,470.54,471.46,471.38,"no"
"ENSMUSG00000084320",0,0,0,0,0,0,0,0,0,0,0,0,669,669,669,669,669,669,"no"
"ENSMUSG00000084322",0,0,0,0,0.55,0,0,0,0,0,2,0,398,398,398,398,398,398,"no"
"ENSMUSG00000084323",0,0,0,0,0,0,0,0,0,0,0,0,576.5,576.5,576.5,576.5,576.5,576.5,"no"
"ENSMUSG00000084324",0,0,0,0,0,0,0,0,0,0,0,0,402,402,402,402,402,402,"no"
"ENSMUSG00000084325",0,0,0,0,0,0,0,0,0,0,0,0,1025,1025,1025,1025,1025,1025,"no"
"ENSMUSG00000084326",0,0,0,0,0,0,0,0,0,0,0,0,293,293,293,293,293,293,"no"
"ENSMUSG00000084327",0,0,0,0,0,0,0,0,0,0,0,0,236,236,236,236,236,236,"no"
"ENSMUSG00000084328",0,0,0,0,0,0,0,0,0,0,0,0,460,460,460,460,460,460,"no"
"ENSMUSG00000084329",0,0.14,0,0.15,0.25,0.22,0,2.84,0,2.82,4.29,2.89,1871,1871,1871,1871,1871,1871,"no"
"ENSMUSG00000084330",0,0,0,0,0,0,0,0,0,0,0,0,385,385,385,385,385,385,"no"
"ENSMUSG00000084331",0.21,0.11,0,0,0.12,0,2.23,1.22,0,0,1.13,0,1011,1011,1011,1011,1011,1011,"no"
"ENSMUSG00000084332",0,0,0,0,0,0,0,0,0,0,0,0,337,337,337,337,337,337,"no"
"ENSMUSG00000084333",0,0,0,0,0,0,0,0,0,0,0,0,829,829,829,829,829,829,"no"
"ENSMUSG00000084334",0,0,0,0,0,0,0,0,0,0,0,0,1047,1047,1047,1047,1047,1047,"no"
"ENSMUSG00000084335",0,0,0,0,0,0,0,0,0,0,0,0,336,336,336,336,336,336,"no"
"ENSMUSG00000084336",0,0,0,0,0,0,0,0,0,0,0,0,881,881,881,881,881,881,"no"
"ENSMUSG00000084337",0,0,0,0,0,0,0,0,0,0,0,0,953,953,953,953,953,953,"no"
"ENSMUSG00000084338",0,0,0,0,0,0,0,0,0,0,0,0,447.5,447.5,447.5,447.5,447.5,447.5,"no"
"ENSMUSG00000084339",0,0,0,0,0,0,0,0,0,0,0,0,646,646,646,646,646,646,"no"
"ENSMUSG00000084340",0,0,0,0,0,0,0,0,0,0,0,0,318,318,318,318,318,318,"no"
